1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
0,1,1,21,3,6.6669116,4.0388036,4.3250613,5.58102
0,1,0,21,2,7.752503,5.813565,5.561355,6.6081944
0,0,1,23,1,7.788438,8.900548,6.8715043,7.752978
0,1,1,23,1,10.015865,7.97078,7.7682443,8.996769
1,0,0,11,3,0.049266502,1.0819116,0.9972571,0.13696665
0,0,1,11,3,1.1268214,2.0630374,0.0138863325,0.8216079
0,1,1,11,3,3.174997,1.1168294,0.9119587,2.0999796
0,1,0,31,2,4.1002946,2.08308,1.9514323,3.071096
0,0,1,21,3,4.484821,5.456051,3.1456218,4.3885727
